"Vehicle_ID","Vehicle_Type","Road","Speed","Waiting_Time","Traffic_Level","Vehicle_Count","Weather_Condition","Accident_Status","Signal_Delay"
1294,"Bus","Rural Road",58.54,19.68,"Low",161,"Foggy","No",45.22
1295,"Truck","Bridge",67.12,19.02,"High",193,"Sunny","No",49.69
1296,"Bike","Expressway",32.89,25.4,"Low",200,"Sunny","No",9.01
1297,"Truck","Bridge",35.84,5.81,"Low",96,"Sunny","No",35.57
1298,"Truck","Rural Road",43.21,15.28,"High",196,"Sunny","No",26.72
1299,"Bus","Expressway",80.38,3.45,"High",145,"Rainy","No",46.47
1300,"Auto","Street",62.71,11.49,"High",152,"Sunny","No",8.79
1301,"Auto","City Road",68.03,16.2,"Low",21,"Rainy","No",35.47
1302,"Bike","Street",81.18,4.79,"High",97,"Cloudy","No",10.02
1303,"Bike","Highway",35.3,16.66,"High",160,"Rainy","No",26.4
1304,"Van","Main Road",36.28,27.03,"Medium",69,"Foggy","No",29.05
1305,"Van","Street",70.79,16.73,"High",194,"Cloudy","No",25.74
1306,"Truck","Highway",49.54,26.64,"Low",92,"Sunny","No",22.23
1307,"Car","City Road",92.05,29.23,"Medium",144,"Rainy","No",17.17
1308,"Auto","Main Road",38.42,7.74,"Medium",133,"Sunny","No",47.76
1309,"Auto","Highway",62.17,8.79,"Medium",148,"Sunny","No",36.28
1310,"Auto","City Road",84.01,4.25,"Medium",67,"Rainy","No",48.42
1311,"Auto","Junction",116.39,9.32,"High",117,"Cloudy","No",35.79
1312,"Truck","Bridge",77.25,4.01,"Low",75,"Rainy","No",49.51
1313,"Bike","Expressway",114.1,5.67,"Low",137,"Rainy","Yes",2.93
1314,"Van","Junction",28.92,21.77,"Low",52,"Sunny","No",57.21
1315,"Van","Highway",42.62,29.91,"Medium",125,"Cloudy","No",5.28
1316,"Car","Expressway",40.64,18.04,"Medium",100,"Rainy","No",25.21
1317,"Auto","Street",111.6,7.82,"Low",82,"Sunny","No",38.35
1318,"Bus","Bridge",39.48,16.57,"High",15,"Cloudy","No",25.3
1319,"Car","Main Road",109.64,27.36,"Low",91,"Sunny","No",30.13
1320,"Auto","Street",69.48,2.55,"Medium",127,"Sunny","No",4.74
1321,"Truck","Expressway",45.87,4.23,"Medium",183,"Sunny","No",57.47
1322,"Van","Main Road",68.76,3.01,"Medium",120,"Sunny","No",21.76
1323,"Car","Junction",114.17,27.67,"High",141,"Rainy","No",24.78
1324,"Bus","Rural Road",110.99,26.92,"Low",76,"Sunny","No",39.05
1325,"Bus","Street",115.21,19.27,"Medium",135,"Sunny","No",9.37
1326,"Bus","Bridge",106.81,9.87,"Low",96,"Cloudy","No",48.9
1327,"Auto","Bridge",93.44,6.99,"Low",154,"Rainy","No",49.9
1328,"Van","City Road",56.56,8.3,"High",78,"Sunny","No",23.87
1329,"Auto","Street",101.38,19.01,"High",101,"Rainy","No",56.75
1330,"Bike","Expressway",64.2,12.62,"High",128,"Rainy","Yes",28.83
1331,"Truck","City Road",35.56,26.27,"Low",61,"Foggy","No",58.18
1332,"Truck","Main Road",57.09,1.2,"Medium",84,"Sunny","No",35.89
1333,"Car","Highway",116.88,24.91,"Low",158,"Foggy","No",47.98
1334,"Van","Junction",64.78,27.23,"High",27,"Rainy","No",1.45
1335,"Truck","Highway",47.64,18.07,"Low",155,"Foggy","No",8.85
1336,"Van","Highway",65.69,7.76,"Medium",96,"Sunny","No",58.56
1337,"Truck","Street",55.92,10.8,"Medium",42,"Rainy","Yes",10.21
1338,"Car","Street",99.1,1.51,"High",84,"Foggy","No",2.56
1339,"Bike","Expressway",89.55,2.43,"Low",72,"Foggy","No",6.95
1340,"Bike","Main Road",61.15,13.95,"High",144,"Foggy","No",13.07
1341,"Van","Rural Road",74.11,5.75,"Low",88,"Rainy","No",43.64
1342,"Truck","Bridge",44.2,9.83,"High",117,"Rainy","No",51.34
1343,"Truck","Expressway",115.38,4.89,"Low",134,"Sunny","No",25.42
1344,"Truck","City Road",100.64,22.55,"Medium",128,"Foggy","No",36.72
1345,"Car","Street",43.12,22.15,"Medium",32,"Foggy","No",57.17
1346,"Auto","Street",52.72,15.93,"Medium",173,"Sunny","No",5.42
1347,"Van","Highway",49.54,10.7,"High",111,"Foggy","No",8.64
1348,"Bike","Expressway",66.06,21.61,"Medium",93,"Cloudy","No",48.28
1349,"Truck","City Road",80.38,20.98,"Medium",147,"Foggy","No",41.7
1350,"Auto","Main Road",75.32,10.12,"Medium",16,"Sunny","No",27.58
1351,"Car","Rural Road",91.35,23.6,"High",58,"Foggy","Yes",48.15
1352,"Van","Highway",104.83,28.7,"High",147,"Foggy","No",48.37
1353,"Auto","Junction",119.83,24.55,"Low",82,"Cloudy","No",47.59
1354,"Car","Expressway",65.28,7.55,"Medium",185,"Rainy","No",4.7
1355,"Van","Junction",29.68,29.04,"Medium",78,"Sunny","No",32.18
1356,"Car","Expressway",64.19,16.61,"High",187,"Rainy","No",30.66
1357,"Truck","Junction",106.79,10.97,"Medium",60,"Rainy","No",2.88
1358,"Auto","Highway",83.63,11.94,"Low",199,"Rainy","No",2.47
1359,"Van","Highway",101.32,11.86,"Low",94,"Cloudy","No",9.85
1360,"Van","Junction",41.87,26.81,"High",178,"Cloudy","No",47.51
1361,"Auto","Street",106.49,8.12,"Medium",198,"Rainy","No",49.9
1362,"Truck","Expressway",68.85,24.8,"Low",197,"Sunny","No",27.64
1363,"Van","Highway",30.22,27.3,"Low",97,"Sunny","No",12.64
1364,"Van","Highway",93.12,11.74,"High",128,"Foggy","No",52.07
1365,"Auto","Rural Road",84.2,10.74,"High",143,"Rainy","No",51.99
1366,"Van","Bridge",70.98,7.21,"Low",192,"Cloudy","No",28.61
1367,"Bike","Highway",51,14.84,"Low",131,"Rainy","Yes",5.47
1368,"Bike","Rural Road",49.52,16.43,"High",31,"Cloudy","No",3.05
1369,"Bike","Main Road",23.98,8.9,"Medium",191,"Rainy","No",22.05
1370,"Truck","Bridge",34.57,18.36,"Medium",144,"Cloudy","No",20.74
1371,"Bike","Rural Road",38.35,12.56,"Medium",117,"Cloudy","Yes",46.93
1372,"Auto","Street",68.2,10.33,"High",22,"Cloudy","No",42.39
1373,"Bike","Rural Road",34.82,18.93,"Low",34,"Cloudy","No",41.7
1374,"Van","Bridge",101.57,18.48,"Low",74,"Sunny","No",57.24
1375,"Bus","Bridge",114.93,6.04,"High",85,"Foggy","No",35.85
1376,"Bike","City Road",106.02,9.61,"Low",29,"Rainy","No",3.17
1377,"Truck","Street",43.96,24.99,"High",129,"Foggy","No",19.06
1378,"Car","Rural Road",111.1,8.89,"High",13,"Rainy","No",30.97
1379,"Truck","Main Road",101.54,4.5,"Medium",101,"Rainy","No",17.24
1380,"Auto","Street",91.88,13.58,"High",114,"Sunny","No",4.82
1381,"Auto","Junction",92.77,24.28,"Medium",97,"Sunny","No",36.78
1382,"Bus","Highway",28.09,3.08,"High",82,"Foggy","No",30.97
1383,"Truck","Bridge",41.34,8.17,"High",191,"Cloudy","Yes",13.42
1384,"Truck","Rural Road",89.63,2.87,"Low",49,"Rainy","No",37.92
1385,"Car","Bridge",90.48,6.26,"Low",85,"Rainy","No",39.73
1386,"Bus","Rural Road",66.09,27.68,"High",94,"Foggy","No",24.94
1387,"Bike","City Road",91.1,26.4,"Medium",12,"Foggy","Yes",6.87
1388,"Van","Bridge",56,22.8,"High",120,"Cloudy","No",43.94
1389,"Truck","Highway",32.46,15.35,"High",119,"Cloudy","No",47.74
1390,"Bike","Expressway",100.16,5.63,"High",129,"Rainy","No",59.18
1391,"Bus","Main Road",96.58,17.96,"Low",81,"Sunny","No",43.28
1392,"Bike","Rural Road",74.81,28.99,"Low",49,"Rainy","No",14.64
1393,"Bike","Street",69.78,27.72,"Medium",61,"Cloudy","No",38.6
1394,"Bus","Highway",50.05,23.66,"High",123,"Sunny","No",9.92
1395,"Car","Street",60.54,23.62,"Low",68,"Foggy","No",17.14
1396,"Car","Junction",62.72,17.31,"Medium",91,"Rainy","No",40.32
1397,"Auto","Highway",38.8,14.55,"Medium",158,"Rainy","No",54.13
1398,"Car","Rural Road",51.64,21.54,"Low",117,"Sunny","No",33.24
1399,"Auto","Rural Road",63.09,5.95,"Low",193,"Foggy","No",53.4
1400,"Bike","Highway",84.42,21.34,"High",137,"Sunny","No",11.28
1401,"Car","Street",33.9,18.52,"Medium",124,"Sunny","Yes",44.75
1402,"Car","Highway",29.35,21.13,"Medium",49,"Foggy","No",41.86
1403,"Truck","Expressway",69.04,11.26,"Low",191,"Foggy","No",29.99
1404,"Auto","Expressway",86.5,22.47,"High",87,"Foggy","No",4.07
1405,"Auto","Bridge",64.72,24.11,"High",79,"Foggy","No",59.1
1406,"Car","Junction",103.09,2.63,"Low",151,"Foggy","No",24.83
1407,"Van","Bridge",60.31,4.79,"Low",185,"Sunny","No",16.95
1408,"Car","City Road",48.65,5.79,"Low",187,"Rainy","No",6.35
1409,"Truck","City Road",106.73,8.13,"Low",132,"Cloudy","No",20.7
1410,"Car","Expressway",34.53,3.8,"Medium",197,"Foggy","No",58.98
1411,"Car","Main Road",46.79,29.94,"Medium",29,"Sunny","No",1.53
1412,"Truck","Street",37.61,4.49,"Medium",118,"Cloudy","Yes",13.1
1413,"Truck","Street",64.74,27.38,"Low",91,"Foggy","No",47.94
1414,"Van","Expressway",92.69,3.38,"Low",65,"Rainy","No",13.35
1415,"Bus","Highway",100.62,5.15,"Low",193,"Cloudy","No",38.49
1416,"Car","Highway",35.09,25.05,"Low",34,"Rainy","Yes",34.28
1417,"Auto","Junction",110.67,9.86,"Low",120,"Sunny","No",21.72
1418,"Bike","Bridge",106.94,21.92,"High",92,"Sunny","No",58.44
1419,"Auto","Rural Road",65.85,14.21,"Medium",74,"Sunny","No",38.69
1420,"Bus","Rural Road",22.53,16.63,"Medium",138,"Foggy","No",41.88
1421,"Auto","Main Road",72.6,7.6,"Medium",164,"Sunny","No",44.41
1422,"Car","Bridge",43.85,29.43,"Low",53,"Rainy","No",10.2
1423,"Van","Main Road",106.41,24.5,"High",33,"Rainy","No",39.22
1424,"Truck","Rural Road",34.29,25.79,"Medium",150,"Sunny","No",57.81
1425,"Van","Main Road",82.55,18.36,"High",154,"Foggy","No",16.19
1426,"Car","Highway",69.56,22.38,"Medium",41,"Foggy","No",36.14
1427,"Van","City Road",83,28.37,"High",129,"Sunny","No",16.56
1428,"Car","Highway",37.44,16.42,"High",183,"Cloudy","No",22.25
1429,"Van","Main Road",59.74,14.25,"High",90,"Cloudy","No",36.34
1430,"Van","Highway",96.95,15.2,"High",136,"Rainy","No",23.08
1431,"Auto","City Road",73.98,24.59,"Low",43,"Foggy","Yes",4
1432,"Bus","Street",114.24,20.82,"High",50,"Foggy","No",22.61
1433,"Car","City Road",70.29,19.4,"Low",23,"Foggy","No",6.68
1434,"Bus","Bridge",91.34,8.79,"Low",174,"Rainy","Yes",55.81
1435,"Truck","Rural Road",91.77,3.28,"High",41,"Sunny","No",40.97
1436,"Car","Rural Road",103.8,18.99,"Low",131,"Sunny","No",35.58
1437,"Auto","Rural Road",64.22,3.34,"Low",29,"Sunny","No",9.35
1438,"Bus","Street",64.81,23.54,"Medium",86,"Sunny","No",20.96
1439,"Van","Street",57.93,16.42,"High",155,"Sunny","No",17.86
1440,"Bus","City Road",23.25,18.73,"High",143,"Rainy","No",44.33
1441,"Car","Main Road",67.01,2.11,"Low",151,"Sunny","No",56.74
1442,"Truck","Rural Road",75.71,13.33,"Medium",158,"Cloudy","No",56.62
1443,"Car","Bridge",52.3,6.09,"Low",108,"Cloudy","No",35.02
1444,"Van","Junction",111.85,4.75,"Medium",20,"Rainy","No",5.45
1445,"Van","City Road",113.92,22.79,"Medium",175,"Sunny","No",41.5
1446,"Van","Expressway",97.85,7.17,"Medium",166,"Rainy","No",23.77
1447,"Bike","Main Road",34.46,22.87,"Medium",147,"Cloudy","No",58.01
1448,"Van","Street",20.07,5.86,"Medium",144,"Foggy","No",23.15
1449,"Car","Rural Road",108.74,10.38,"High",73,"Foggy","No",33.91
1450,"Bike","Bridge",34.99,9.02,"High",99,"Rainy","No",35.34
1451,"Van","Rural Road",69.58,16.09,"Medium",60,"Rainy","No",13.7
1452,"Bus","Bridge",24.46,24.87,"Medium",48,"Rainy","No",14.8
1453,"Truck","Bridge",22.17,4.49,"Low",104,"Sunny","No",46.56
1454,"Van","Street",54.99,20.86,"Medium",30,"Sunny","No",9.42
1455,"Van","Highway",49.29,14.26,"High",86,"Sunny","No",10.75
1456,"Truck","City Road",23.23,26.82,"Low",75,"Cloudy","No",59.52
1457,"Auto","Rural Road",107.62,24.66,"Low",148,"Cloudy","No",18.58
1458,"Car","Rural Road",109.16,1.74,"Medium",10,"Rainy","No",44.26
1459,"Truck","Bridge",29.8,27.03,"High",89,"Rainy","No",28.55
1460,"Car","Bridge",84.09,1.23,"High",60,"Sunny","No",8.82
1461,"Bike","Bridge",75.27,4.01,"High",41,"Cloudy","No",28.93
1462,"Van","Bridge",111.83,20.77,"Low",197,"Sunny","No",0.05
1463,"Van","Expressway",30.97,11.49,"Low",43,"Foggy","No",45.44
1464,"Truck","Bridge",76.65,6.47,"High",191,"Rainy","No",52.39
1465,"Car","City Road",73.23,13.78,"High",180,"Cloudy","No",11.38
1466,"Truck","Street",45.06,21.61,"Low",149,"Sunny","No",43.73
1467,"Car","City Road",104.7,17.32,"Low",194,"Foggy","No",36.93
1468,"Van","Highway",93,10.84,"Low",34,"Rainy","No",15.67
1469,"Truck","City Road",61.87,3.99,"Medium",137,"Foggy","Yes",59.86
1470,"Bike","Main Road",60.47,16.95,"High",146,"Foggy","No",42.3
1471,"Car","Rural Road",103.07,17.36,"High",180,"Foggy","No",9.88
1472,"Car","Rural Road",77.24,27.89,"High",106,"Sunny","No",52.25
1473,"Van","Bridge",96.7,21.2,"Low",153,"Foggy","No",45.18
1474,"Bus","Street",30.52,22.66,"High",192,"Foggy","No",28.67
1475,"Auto","Street",108.68,28.4,"High",83,"Foggy","No",15.43
1476,"Bus","Bridge",31.11,14.49,"Medium",173,"Foggy","Yes",2.27
1477,"Auto","Bridge",110.87,4.64,"Low",48,"Foggy","No",46.6
1478,"Truck","Rural Road",39.36,8.75,"High",199,"Foggy","No",6.78
1479,"Bus","Bridge",104.14,21.7,"Low",130,"Sunny","No",56.5
1480,"Bike","City Road",107.02,2.42,"Low",52,"Rainy","No",30.52
1481,"Auto","Rural Road",85.19,11.91,"Medium",127,"Foggy","No",15.3
1482,"Van","Junction",119.88,21.86,"High",81,"Cloudy","No",37.75
1483,"Car","Junction",72.48,2.29,"Low",63,"Foggy","No",7.62
1484,"Auto","Expressway",56.1,8.64,"Low",51,"Rainy","No",39.01
1485,"Car","Highway",75.47,29.29,"Medium",155,"Cloudy","No",17.97
1486,"Car","Expressway",105.79,3.15,"Low",162,"Cloudy","No",46.53
1487,"Bus","City Road",84.18,5.52,"Low",94,"Rainy","No",30.2
1488,"Bus","Rural Road",20.16,29.66,"High",168,"Foggy","No",9.68
1489,"Car","Junction",38.39,8.12,"Medium",77,"Sunny","No",45.63
1490,"Truck","Highway",46.71,1.38,"Medium",172,"Sunny","No",19.74
1491,"Car","Street",47.62,12.03,"Low",36,"Rainy","No",13.55
1492,"Bus","Junction",54.77,4.24,"High",106,"Cloudy","No",14.41
1493,"Truck","Expressway",50.92,18.93,"High",42,"Sunny","No",27.86
1494,"Car","Street",62.23,25.01,"Low",48,"Foggy","No",44.41
1495,"Car","Main Road",50.01,16.98,"High",24,"Cloudy","No",48.58
1496,"Van","Highway",87.14,7.55,"High",124,"Sunny","Yes",34.12
1497,"Van","Bridge",58.92,2.88,"Medium",106,"Cloudy","No",13.16
1498,"Bus","Main Road",42.9,8.91,"Low",38,"Rainy","No",9.02
1499,"Van","Street",67.79,7.72,"Low",11,"Foggy","No",14.95
1500,"Bike","Expressway",27.42,14.18,"Low",183,"Rainy","No",21.08
1501,"Auto","Expressway",41.34,22.4,"Low",60,"Sunny","No",30.79
1502,"Car","City Road",103.65,22.73,"High",73,"Cloudy","No",38.68
1503,"Auto","Main Road",21.27,6.29,"High",37,"Cloudy","No",5.82
1504,"Bus","Expressway",73.88,19.88,"Low",54,"Rainy","No",15.41
1505,"Car","Junction",117.82,17.98,"Medium",25,"Sunny","No",44.55
1506,"Bike","Bridge",27.22,25.32,"Low",90,"Cloudy","Yes",48.58
1507,"Van","Expressway",40.71,16.69,"Medium",174,"Cloudy","No",35.21
1508,"Bike","Rural Road",67.77,16.55,"High",91,"Foggy","No",13.47
1509,"Truck","Rural Road",104.66,24.92,"Low",103,"Rainy","Yes",23.53
1510,"Bus","Expressway",36.92,15.65,"Low",94,"Foggy","No",3.46
1511,"Bike","Rural Road",46.84,22.26,"Medium",163,"Sunny","No",48.62
1512,"Truck","Rural Road",115.14,22.34,"Low",107,"Sunny","No",23.52
1513,"Truck","Street",89.14,19.54,"Medium",99,"Rainy","No",56.05
1514,"Van","Highway",111.01,21.04,"Low",134,"Rainy","No",8.6
1515,"Bus","Main Road",64.56,25.57,"Medium",87,"Foggy","No",3.64
1516,"Car","City Road",20.08,18.97,"Medium",109,"Foggy","No",53.96
1517,"Van","Bridge",92.62,19.23,"Medium",123,"Cloudy","No",26.19
1518,"Van","Main Road",114.2,2.61,"High",120,"Foggy","No",38.2
1519,"Van","City Road",23.22,6.95,"Medium",171,"Sunny","No",23.55
1520,"Bike","Rural Road",40.6,7.58,"Medium",176,"Cloudy","No",34.74
1521,"Auto","City Road",79.39,11.62,"Low",194,"Cloudy","No",47.94
1522,"Auto","Street",68.4,28.51,"Low",106,"Cloudy","No",3.68
1523,"Auto","Main Road",64.07,8.19,"Medium",48,"Cloudy","No",48
1524,"Auto","Highway",65.24,14.15,"Low",39,"Rainy","No",50.43
1525,"Van","Expressway",111.73,7.54,"High",97,"Rainy","No",30.21
1526,"Bus","Highway",69.77,7.56,"Low",155,"Sunny","No",53.97
1527,"Van","Bridge",57.02,26.69,"Medium",35,"Rainy","No",16
1528,"Bus","Bridge",101.07,12.09,"Medium",103,"Foggy","No",39.74
1529,"Van","Expressway",54.9,25.43,"Low",187,"Sunny","No",10.84
1530,"Van","Highway",27.01,1.3,"High",73,"Foggy","No",20.04
1531,"Auto","Highway",23.3,19.53,"High",89,"Sunny","No",58.34
1532,"Truck","Main Road",114.29,27.9,"Medium",114,"Rainy","No",9.93
1533,"Car","Highway",76.52,15.57,"High",166,"Sunny","No",30.12
1534,"Bus","City Road",104.14,15.56,"High",19,"Sunny","No",2.69
1535,"Bus","Highway",93.2,15.37,"Low",109,"Sunny","No",30.63
1536,"Auto","Junction",118.11,13.65,"Medium",76,"Rainy","No",1.45
1537,"Auto","Expressway",60.73,9.81,"Low",66,"Foggy","No",1.48
1538,"Car","City Road",100.83,18.89,"Medium",41,"Cloudy","No",12.51
1539,"Car","Highway",47.98,20.93,"High",75,"Rainy","No",24.41
1540,"Bus","Main Road",74.56,16.08,"Medium",166,"Sunny","No",16.1
1541,"Bus","Main Road",84.07,3.52,"High",137,"Rainy","No",55.12
1542,"Bus","City Road",110.86,7.9,"Low",105,"Sunny","Yes",18.02
1543,"Truck","Bridge",31.58,4.54,"Low",113,"Foggy","No",25.49
1544,"Van","Expressway",101.09,7.15,"High",196,"Foggy","No",43.18
1545,"Truck","Bridge",82.35,22.65,"Medium",72,"Foggy","Yes",15.96
1546,"Auto","Street",86.79,6.57,"High",75,"Foggy","No",2.59
1547,"Car","Bridge",104.43,6.88,"Low",95,"Rainy","No",24.69
1548,"Van","Rural Road",27.17,7.18,"Low",125,"Sunny","No",18.46
1549,"Truck","Rural Road",63.47,23.6,"Low",183,"Foggy","No",44.04
1550,"Bus","City Road",95.14,15.56,"High",50,"Rainy","No",23.61
1551,"Auto","City Road",54.89,16.59,"Low",38,"Sunny","No",6.72
1552,"Car","Junction",25.31,18.68,"Low",16,"Foggy","No",26.95
1553,"Van","City Road",56.35,18.1,"Low",57,"Foggy","No",0.83
1554,"Truck","Main Road",96.55,2.58,"Low",58,"Foggy","Yes",59.57
1555,"Bus","Expressway",88.65,13.03,"High",184,"Foggy","No",30.47
1556,"Bike","Bridge",93.55,9.65,"Low",30,"Sunny","No",57.83
1557,"Car","Rural Road",30.15,10.13,"Low",122,"Rainy","Yes",36.77
1558,"Car","City Road",70.5,24.26,"Low",136,"Rainy","No",57.48
1559,"Truck","Bridge",39.98,28.7,"Medium",125,"Foggy","No",23.04
1560,"Bus","City Road",33.32,13.62,"High",196,"Rainy","No",14.19
1561,"Car","Expressway",26.77,11.12,"Low",23,"Foggy","No",46.17
1562,"Van","Junction",41.57,23.9,"High",126,"Cloudy","No",6.86
1563,"Bus","City Road",59.48,29.8,"Low",187,"Rainy","No",44.04
1564,"Truck","Bridge",115.35,9.25,"Low",113,"Cloudy","No",20.82
1565,"Bus","Expressway",68.49,18.34,"Medium",189,"Foggy","No",19.59
1566,"Van","Junction",42.88,29.98,"Low",97,"Sunny","No",29.87
1567,"Van","Main Road",73.43,15.99,"Low",78,"Foggy","No",37.37
1568,"Van","Bridge",98.94,12.06,"Medium",19,"Rainy","No",52.91
1569,"Bike","Junction",63.33,21.8,"Medium",55,"Rainy","No",43.27
1570,"Bike","Bridge",41.73,29.43,"High",56,"Rainy","No",7.53
1571,"Bus","Highway",23.37,23.27,"High",62,"Cloudy","No",27.66
1572,"Car","Rural Road",65.86,18.8,"Medium",73,"Foggy","No",55.28
1573,"Bus","Bridge",30.08,2.61,"Low",52,"Foggy","No",36.1
1574,"Truck","Rural Road",79.57,8.73,"High",32,"Sunny","No",25.32
1575,"Bike","City Road",58.36,14.04,"Medium",160,"Sunny","Yes",49.61
1576,"Auto","City Road",80.79,21.03,"Medium",144,"Foggy","No",20.34
1577,"Truck","Rural Road",80.87,17.73,"High",127,"Rainy","No",50.67
1578,"Truck","Expressway",20.94,21.56,"Low",100,"Cloudy","No",15.24
1579,"Bus","City Road",77.45,3.87,"Medium",128,"Rainy","No",44.36
1580,"Truck","Street",102.56,28.38,"Low",19,"Cloudy","No",25.73
1581,"Bike","City Road",34.72,4.8,"High",148,"Rainy","No",45.79
1582,"Car","City Road",106.99,19.18,"Low",60,"Sunny","No",13.48
1583,"Truck","Street",104.65,9.24,"High",96,"Sunny","No",55.19
1584,"Bus","City Road",46.07,9.69,"Medium",92,"Foggy","No",58.68
1585,"Car","Street",71.81,21.44,"Medium",189,"Cloudy","No",51.56
1586,"Auto","Highway",32.03,10.18,"High",21,"Cloudy","No",36.27
1587,"Bike","Bridge",56.35,10.18,"High",61,"Sunny","No",10.78
1588,"Van","Main Road",62.98,16.62,"Medium",70,"Rainy","No",54.37
1589,"Auto","Expressway",80.59,6.24,"Low",25,"Sunny","No",7.44
1590,"Bus","Main Road",105.96,26.55,"High",191,"Rainy","Yes",34.64
1591,"Van","Highway",100.31,2.97,"Medium",93,"Rainy","No",33.9
1592,"Bus","Junction",42.58,12.37,"High",121,"Sunny","No",31.73
1593,"Car","Street",92.64,2.1,"High",169,"Rainy","No",31.32
1594,"Truck","City Road",71.61,29.63,"High",80,"Sunny","No",50.84
1595,"Van","Bridge",54.61,23.11,"High",127,"Sunny","No",32.84
1596,"Truck","Junction",34.97,15.05,"High",60,"Rainy","No",55.69
1597,"Auto","Main Road",31.88,23.83,"Medium",42,"Foggy","No",30.8
1598,"Truck","Rural Road",99.94,7.81,"High",92,"Foggy","No",14.94
1599,"Van","City Road",100.59,3.87,"Low",162,"Foggy","No",6.24
1600,"Truck","Expressway",36.36,29.14,"Medium",108,"Foggy","No",2.59
1601,"Bike","Highway",34.8,5.28,"Low",107,"Rainy","No",58.38
1602,"Truck","Highway",93.42,6.12,"Low",159,"Cloudy","No",23.05
1603,"Truck","Rural Road",44.62,16.34,"Medium",94,"Cloudy","No",55.9
1604,"Car","Bridge",69.59,27.43,"High",59,"Foggy","No",5.21
1605,"Car","Expressway",107.4,29.39,"Low",104,"Foggy","No",59.9
1606,"Bike","Bridge",27.09,24.46,"Low",86,"Cloudy","No",38.67
1607,"Bike","Rural Road",49.9,28.86,"Medium",158,"Sunny","No",52.94
1608,"Van","Rural Road",81.02,9.25,"Medium",179,"Foggy","No",46.67
1609,"Auto","City Road",59.91,11.46,"Medium",200,"Sunny","No",36.46
1610,"Bike","Rural Road",56.97,19.21,"Medium",117,"Sunny","No",1.1
1611,"Car","Bridge",88.19,7.69,"Low",75,"Sunny","No",19.33
1612,"Truck","Rural Road",117.04,24.81,"Low",114,"Rainy","No",33.51
1613,"Truck","Junction",110.91,29.07,"Medium",176,"Sunny","Yes",12.66
1614,"Van","Expressway",58.41,18.6,"Low",135,"Foggy","No",15.9
1615,"Auto","Highway",36.25,28.03,"Low",72,"Rainy","No",25.04
1616,"Car","Highway",32.68,7.38,"Low",165,"Rainy","Yes",15.34
1617,"Truck","Junction",97.13,2.44,"Medium",107,"Sunny","No",12.58
1618,"Car","Expressway",119.83,14.15,"High",181,"Rainy","No",21.29
1619,"Van","Rural Road",68.86,4.48,"Medium",88,"Sunny","No",35.68
1620,"Truck","Highway",51.31,7.14,"Medium",57,"Rainy","No",44.59
1621,"Bike","Rural Road",112.24,23.23,"Medium",93,"Cloudy","No",39.32
1622,"Van","Rural Road",111.11,14.79,"High",115,"Sunny","No",5.79
1623,"Auto","Bridge",103.16,13.64,"High",124,"Rainy","No",0.79
1624,"Bus","City Road",39.36,20.45,"Low",28,"Rainy","No",49.01
1625,"Van","City Road",68.15,1.15,"Low",73,"Cloudy","No",22.7
1626,"Auto","City Road",77.86,10.28,"Low",55,"Rainy","No",53.89
1627,"Auto","Highway",42.52,16.89,"Medium",23,"Cloudy","No",52.76
1628,"Bike","Main Road",42.04,16.91,"Medium",50,"Foggy","No",58.22
1629,"Truck","Junction",29.71,28.41,"High",123,"Foggy","No",53.09
1630,"Bike","Main Road",38.79,16.75,"Low",48,"Rainy","No",44.26
1631,"Bus","City Road",35.63,15.79,"High",38,"Foggy","No",21.86
1632,"Auto","Bridge",85.35,4.12,"Medium",72,"Foggy","No",45.42
1633,"Bike","City Road",52.92,24.6,"Low",105,"Cloudy","No",41.47
1634,"Bike","Rural Road",81.96,23.11,"Low",182,"Sunny","No",50.34
1635,"Auto","Bridge",31.36,6.67,"Low",18,"Sunny","Yes",35.7
1636,"Bike","Bridge",44.24,15.32,"Medium",64,"Sunny","No",14.7
1637,"Truck","Junction",64.3,14.32,"Low",67,"Rainy","No",49.42
1638,"Car","Rural Road",74.94,15.71,"Low",66,"Sunny","Yes",19.13
1639,"Bike","Junction",49.61,25.03,"Medium",59,"Cloudy","No",56.91
1640,"Bus","Bridge",56.66,12.93,"High",146,"Sunny","No",59.52
1641,"Auto","Bridge",117.6,13.81,"Low",159,"Cloudy","No",31.05
1642,"Truck","Street",83.93,28.75,"High",140,"Sunny","No",16.1
1643,"Auto","Expressway",106.43,14.75,"Medium",110,"Sunny","No",56.68
1644,"Van","Main Road",77.18,27.7,"Medium",165,"Rainy","No",26.92
1645,"Auto","Highway",89.44,17.61,"Low",198,"Cloudy","No",50.91
1646,"Bike","Street",49.56,22.2,"Medium",103,"Rainy","No",12.87
1647,"Truck","Main Road",48.83,5.53,"High",190,"Cloudy","No",27.39
1648,"Truck","Highway",113.09,21.14,"Medium",169,"Sunny","No",19.12
1649,"Van","Rural Road",117.81,6.96,"High",66,"Rainy","No",49.69
1650,"Bus","Junction",97.81,16.97,"High",152,"Foggy","No",17.97
1651,"Bike","Street",59.02,10.59,"Low",42,"Rainy","No",3.37
1652,"Auto","Highway",108.17,15.62,"Medium",85,"Cloudy","No",12.67
1653,"Van","City Road",68.53,5.75,"High",103,"Sunny","No",55.88
1654,"Bus","Rural Road",63.56,19.13,"High",152,"Sunny","No",3.91
